Name,Original prompts,Predict prompts,Quick_ration(Text Similarity),Ration(Text Similarity),Cos 
4c92de8c-85fc-48fd-8466-eeaf0350b1e6.png,"a comic art cover of a half upper body portrait of an teenage asian android pilot wearing a cybernetic suit by laurie greasely and geof darrow by otomo, by ellen jewett, hyperdetailed drawing, colors by moebius, high detail intricate, symmetrical - n 4 ",a portrait painting of james tissot.,24.22,17.299999999999997,10.883376268179665
4cdf92d8-ff98-4ac5-9607-971753c98d34.png,"an artificial intelligence doing alchemy, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ","portrait of a morphed eagle woman in a 1 9 5 0 s diner, intricate details, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and",84.67,8.24,9.378511490326035
4ce67124-099b-4c0a-9931-f21bde9efbd9.png,"cute fluffy baby panda raccoon kitten hybrid mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather tail, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ",a portrait painting of james tissot.,23.91,13.77,8.059230666753729
4d1a1813-967e-4a4b-ae93-49a896a544b9.png,die cut sticker of a pair of lips ,a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,37.38,18.69,17.995341378217855
4e2f83be-d247-4a69-8393-ec45dec7972d.png,"highly detailed portrait of panda, in gta v, stephen bliss, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, global illumination, radiant light, detailed and intricate environment ",a portrait painting of james tissot.,21.32,13.79,7.798189571229066
4e4c32d0-70ba-4491-8adb-e0d46a92e3b0.png,"a surreal landscape inhabited strange small figures in the background that get larger in the forgeound deep perspective perfect composition by hans bellmer, salvador dali, rachel ruysch ",a portrait painting of james tissot.,30.630000000000003,14.41,0.0
4e58c21d-4ad9-4625-8de2-d87c18eaff37.png,"isometric glowing diamond logo, vector art, artstation, neon, digital illustration, 8 k trending on artstation, colorful ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,28.87,17.53,0.0
4e6a2611-e5bd-477a-adca-abbc2a3b6f4b.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, realistic digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a portrait painting of james tissot.,24.91,18.32,12.71947508811781
4f43fc96-05b4-417a-b237-265c686d1013.png,"photo cartoon illustration comics manga painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, steampunk, noir, fantasy, digital painting, unreal engine, 8 k, volumetric lighting, contrast ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",50.17,30.099999999999998,13.67578007026959
4f75c221-ead1-4bb6-90da-d6b5012f46e2.png,"photo cartoon illustration comic manga painting of hangar environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,22.95,18.360000000000003,16.38837637306354
4fe61e30-0ef9-4c21-8e23-95f8c56bc19d.png,"minimalist logo icon for a reindeer playing a keytar, victo ngai, kilian eng, pink and white color scheme artstation ",a portrait painting of james tissot.,44.440000000000005,18.3,0.0
4ff34e51-3ed7-4f0f-9afa-2bdce2938120.png,"white and brown mothman female by rebecca guay, insect face, creature, hybrid ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",51.01,7.380000000000001,5.569242604262026
500d38f3-7a56-458c-b904-ed8e96e19003.png,"the sadness of the woman who could not sleep / analogous color scheme, hypermaximalist, sharp focus, highly detailed, ambient light, lumen unreal 5, realistic render, intrincate / art by ashley wood, roberto ferris, ilya kuvshinov, dan hillier and bernie wrightson ","a portrait painting of a woman, art by annibale carracci in the style of rembrandt!! intricate.",51.11,22.78,17.243345768757024
503862eb-9b84-4ee6-9a7c-2c3aa0707a5b.png,"panda portrait, petros afshar ",a portrait painting of james tissot.,69.69999999999999,48.480000000000004,12.73595297947935
503c0880-c79d-4f98-ae69-b443e73da35d.png,"cute fluffy baby panda kitten bunny hybrid mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather tail, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ",a portrait painting of james tissot.,24.09,13.139999999999999,8.059230666753729
512f6b78-e58b-4acb-a83a-b13855d65b9b.png,"movie still of leyendecker hitman, octane render, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and william - adolphe bouguereau ","portrait of a beautiful winged goddess with horns by artgerm, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villene",90.09,18.47,52.83850285613274
514da8f7-47a5-4f9e-b198-e09eff934e74.png,zoological portrait of a human insect with symmetrical glowing compound eyes by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,a portrait painting of james tissot.,36.46,27.08,7.990707080571906
518cb5af-c31f-4aee-976c-8a5be84be02f.png,"someone unscrewing the moon like a lightbulb, digital art ",a portrait painting of james tissot.,59.57,19.15,0.0
51ba9c66-ccf3-4f1b-9d47-63d3fc91956b.png,an epic 3 d mattepainting and photobash of a epic massive cyberpunk spaceship of alien civilization with style of futuristic and hyper - realist and post apocalypse including nuclear war and daylight and interstellar with scifi blockbuster cg vfx concept art riot cinematic bio hazard soviet by zdislaw beksinski and fvckrender and visualdon trending on cgsociety unreal engine 5 ,a portrait painting of james tissot.,16.35,11.540000000000001,7.0993821716978225
51c751c1-4ad8-4eb7-b5bb-1dfbcdd0752a.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",a portrait painting of james tissot.,27.87,10.66,4.182819438170017
528bb01b-413b-461b-b972-0e5f118e4e1e.png,humanoid cat girl ; short child ; black fur ; wearing rags ; magic lightning crackling around ; sorcerer ; large eyes ; explosions ; cinematic ; trending on artstation ; digital art ,"portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",76.19,24.87,11.34817147299826
52bac89a-a48d-4194-82aa-d4a09cccecc6.png,"photo cartoon illustration comic manga painting of sci - fi : 6 machine shop in a shipping container, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,22.58,16.77,15.778171018797945
52e9598f-fb05-4ecc-91c1-b0166bc9d6cf.png,"a spooky scarecrow holding a match, wearing a top hat in front of an old cemetery on fire by josan gonzalez splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,22.07,11.03,3.615569527156742
530f978c-1053-4def-af7a-08a43ed6396f.png,"nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",80.51,3.39,10.221093588240011
53cd7e00-8b44-4442-b5d4-8f844a2a690b.png,"groot, octopus, octopus, octopus, octopus, bright art masterpiece artstation. 8 k, sharp high quality artwork in style of jose daniel cabrera pena and greg rutkowski, concept art by tooth wu, blizzard warcraft artwork, hearthstone card game artwork ",a portrait painting of a guinea pig portrait.,30.61,19.05,2.5027956846584387
54017f10-a14a-4db8-b07a-e87e373b9383.png,"cacodemon from doom, movie scene ",a beautiful close - up of of of of of a beautiful cute androgynous anime pixie character.,44.26,21.310000000000002,0.0
5474549f-a07e-45c6-9204-923f7e2483b4.png,flanguage ,a portrait painting of james tissot.,30.43,26.090000000000003,0.0
54a9f2fe-e422-4cb6-a084-0a929ce25794.png,"zebrawood goddess, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,24.12,21.790000000000003,9.725248246504329
54c2c2eb-3473-4481-b38a-cd9d0d5fd933.png,"concept art of dragon attack, lovecraftian, lots of teeth, melting horror, feathers, fighting the horrors of the unknown with laser guns ","portrait of a morphed eagle woman in a white robe and golden crown, intricate details, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rut",71.31,4.46,10.885292403800722
54dcddcc-c74a-460e-b1fc-a84dc2534757.png,"epic vessel cage armor of interdimensional adventurer, monumental illustration by gerrit van honthorst and hajime sorayama and edward hopper, inspired by akira anime, illusion surreal art, highly conceptual figurative art, intricate detailed oil illustration, controversial poster art, polish poster art 1 9 8 0 ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",78.2,3.01,27.106159943654333
5505728d-4728-4242-bf74-34b23d4e882c.png,"white and brown mothman female by greg rutkowski, insect face, creature, hybrid, bug ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",53.11,7.21,5.33239579618328
5524eb9e-046d-4e48-aacc-4465fcdbe190.png,"mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. gentleman elegant ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,24.43,12.98,0.0
557a1f5b-d444-4e7d-a658-52ca4adeeba5.png,"cute fluffy white baby lop eared bunny rabbit, wolf, lynx hybrid mixed creature character concept, wearing crown with tribal peacock feathers and flowers, detailed oil painting, renaissance, 4 k ",a portrait painting of james tissot.,29.439999999999998,14.719999999999999,4.63210523454799
55a33676-9197-4404-8ca6-0dd1a1ffa615.png,a photo of a owl head on a grizzly bear body ,"cute fluffy baby panda lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k!!!!!!!!",33.2,3.8600000000000003,3.4608161323042093
55b5a534-0b50-447d-be46-40ccf7ee8d3a.png,"cyberpunk coral cowboy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a portrait painting of james tissot.,31.630000000000003,19.53,4.547124732270484
55efcff5-99ab-4f93-8774-91f0f8c33a44.png,human goth groot ; adult male 3 0 years ; glowing green eyes ; scientist ; sharp facial features ; slender ; vampire ; wearing high tech armour ; robot ; trending on artstation ; high detail ; digital art ,a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,23.02,12.950000000000001,0.0
561ee272-f0b4-44ea-b630-b2c2e6145900.png,"ufo attacking an ancient city, photo of a 1 5 th century codex book, 8 k ",a portrait painting of jim cornette!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,38.93,20.13,7.357474610589511
56249769-7c80-4652-a903-01018adf7360.png,"master chief, halo, full body shot, character pose, kids party, scene, photograph ",a portrait painting of james tissot.,52.54,23.73,0.0
565c80e2-c474-4a3d-b686-8902b91040b9.png,"painting by sargent leyendecker and gurney, rhads, vasnetsov, savrasov levitan polenov, middle ages, above the layered low clouds travel path road to sea bay view photo of praire, fantasy, castle, overcast sharpen details darkest night black sky ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",81.97,2.58,6.351042199971188
56b06bf5-ce5c-43ca-a9b3-6ee5e3331bc9.png,"beautiful spirit giraffe cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, three quarter profile view, detailed painting, renaissance, 4 k ","portrait of a morphed eagle woman in a white tank top and a mothman by greg rutkowski, detailed digital art, fantasy, highly detailed, digital painting, artstation, concept art, sharp focus, illustration!!!!",77.32,3.09,9.75913372115031
